0.4,0.0618,0.393,0.000718,0.109,0.318,7ABD15iASBIpPP5uJ5awvq
0.174,0.0332,0.851,1.92e-05,0.0855,0.193,7ABD15iASBIpPP5uJ5awvq
0.226,0.0386,0.962,0.00483,0.135,0.173,7ABD15iASBIpPP5uJ5awvq
0.262,0.0414,0.735,0.0114,0.832,0.375,7ABD15iASBIpPP5uJ5awvq
0.306,0.0363,0.891,0,0.103,0.201,7ABD15iASBIpPP5uJ5awvq
0.256,0.0481,0.491,0.00612,0.144,0.357,7ABD15iASBIpPP5uJ5awvq
0.0957,0.0404,0.935,6.4e-06,0.182,0.259,7ABD15iASBIpPP5uJ5awvq
0.172,0.0318,0.979,0.275,0.124,0.297,7ABD15iASBIpPP5uJ5awvq
0.296,0.0333,0.934,0,0.095,0.12,7ABD15iASBIpPP5uJ5awvq
0.179,0.0339,0.835,0,0.162,0.391,7ABD15iASBIpPP5uJ5awvq
0.355,0.0287,0.892,0,0.133,0.453,7ABD15iASBIpPP5uJ5awvq
0.122,0.0349,0.885,0.349,0.094,0.0735,7ABD15iASBIpPP5uJ5awvq
0.304,0.111,0.747,6.13e-05,0.143,0.185,7ABD15iASBIpPP5uJ5awvq
0.305,0.0295,0.84,0,0.142,0.584,7ABD15iASBIpPP5uJ5awvq
0.195,0.0446,0.894,0.0325,0.126,0.315,7ABD15iASBIpPP5uJ5awvq
0.292,0.0563,0.889,0,0.106,0.43,7ABD15iASBIpPP5uJ5awvq
0.258,0.255,0.668,2.63e-05,0.0955,0.173,7ABD15iASBIpPP5uJ5awvq
0.537,0.0296,0.743,0.732,0.143,0.394,7ABD15iASBIpPP5uJ5awvq
0.319,0.0718,0.618,1.7e-06,0.125,0.378,7ABD15iASBIpPP5uJ5awvq
0.155,0.046,0.873,0,0.107,0.0935,7ABD15iASBIpPP5uJ5awvq
0.478,0.0559,0.785,0.00278,0.123,0.318,7ABD15iASBIpPP5uJ5awvq
0.421,0.0583,0.321,9.34e-05,0.0967,0.787,7ABD15iASBIpPP5uJ5awvq
0.321,0.028,0.893,0,0.0996,0.288,7ABD15iASBIpPP5uJ5awvq
0.255,0.0311,0.362,1.77e-05,0.0841,0.831,7ABD15iASBIpPP5uJ5awvq
0.374,0.0545,0.786,0,0.0906,0.0799,7ABD15iASBIpPP5uJ5awvq
0.359,0.0607,0.771,0,0.111,0.488,7ABD15iASBIpPP5uJ5awvq
0.219,0.0358,0.917,0.0104,0.0827,0.0517,7ABD15iASBIpPP5uJ5awvq
0.121,0.0335,0.972,0.0322,0.0871,0.0926,7ABD15iASBIpPP5uJ5awvq
0.317,0.0285,0.73,0.00519,0.118,0.0596,7ABD15iASBIpPP5uJ5awvq
0.43,0.0369,0.0102,0.000141,0.129,0.104,7ABD15iASBIpPP5uJ5awvq
0.504,0.416,0.488,1.59e-06,0.122,0.67,7ABD15iASBIpPP5uJ5awvq
0.264,0.0322,0.922,0,0.132,0.331,7ABD15iASBIpPP5uJ5awvq
0.293,0.0486,0.786,0,0.215,0.36,7ABD15iASBIpPP5uJ5awvq
0.0587,0.0762,0.95,0,0.0828,0.342,7ABD15iASBIpPP5uJ5awvq
0.332,0.0295,0.639,0,0.15,0.515,7ABD15iASBIpPP5uJ5awvq
0.462,0.0359,0.463,0.583,0.11,0.817,7ABD15iASBIpPP5uJ5awvq
0.48,0.0303,0.274,8.63e-06,0.132,0.2,7ABD15iASBIpPP5uJ5awvq
0.0657,0.0386,0.928,1.4e-06,0.0922,0.105,7ABD15iASBIpPP5uJ5awvq
0.587,0.0441,0.111,0,0.156,0.4,7ABD15iASBIpPP5uJ5awvq
0.177,0.0311,0.985,0.000353,0.134,0.236,7ABD15iASBIpPP5uJ5awvq
0.319,0.0306,0.757,0.00237,0.116,0.273,7ABD15iASBIpPP5uJ5awvq
0.372,0.0683,0.548,0.000638,0.116,0.76,7ABD15iASBIpPP5uJ5awvq
0.476,0.0274,0.568,0.0185,0.157,0.186,7ABD15iASBIpPP5uJ5awvq
0.267,0.0308,0.935,5.58e-05,0.128,0.166,7ABD15iASBIpPP5uJ5awvq
0.185,0.0302,0.671,0,0.0827,0.159,7ABD15iASBIpPP5uJ5awvq
0.427,0.0449,0.113,0.0923,0.058,0.158,7ABD15iASBIpPP5uJ5awvq
0.262,0.028,0.848,0.00483,0.0966,0.107,7ABD15iASBIpPP5uJ5awvq
0.41,0.0644,0.587,3.97e-06,0.114,0.37,7ABD15iASBIpPP5uJ5awvq
0.407,0.0283,0.487,0.0235,0.252,0.17,7ABD15iASBIpPP5uJ5awvq
0.178,0.0303,0.906,0.558,0.109,0.0933,7ABD15iASBIpPP5uJ5awvq
0.229,0.0307,0.794,0,0.167,0.42,7ABD15iASBIpPP5uJ5awvq
0.463,0.035,0.0204,0.653,0.183,0.17,7ABD15iASBIpPP5uJ5awvq
0.111,0.0356,0.902,0.000107,0.35,0.179,7ABD15iASBIpPP5uJ5awvq
0.139,0.0321,0.913,7.73e-05,0.0934,0.116,7ABD15iASBIpPP5uJ5awvq
0.249,0.0348,0.811,1e-06,0.087,0.181,7ABD15iASBIpPP5uJ5awvq
0.155,0.0344,0.835,0.000137,0.0906,0.0949,7ABD15iASBIpPP5uJ5awvq
0.33,0.0325,0.975,0.126,0.116,0.0827,7ABD15iASBIpPP5uJ5awvq
0.402,0.0286,0.616,0.0114,0.0892,0.598,7ABD15iASBIpPP5uJ5awvq
0.37,0.0543,0.883,0,0.123,0.433,7ABD15iASBIpPP5uJ5awvq
0.446,0.0382,0.63,0,0.0946,0.213,7ABD15iASBIpPP5uJ5awvq
0.193,0.0421,0.862,9.74e-06,0.113,0.184,7ABD15iASBIpPP5uJ5awvq
0.769,0.0422,0.0143,0,0.0928,0.118,7ABD15iASBIpPP5uJ5awvq
0.356,0.0318,0.755,0.861,0.0986,0.111,7ABD15iASBIpPP5uJ5awvq
0.357,0.0259,0.641,0.333,0.0838,0.0388,7ABD15iASBIpPP5uJ5awvq
0.255,0.221,0.632,3.91e-05,0.0953,0.483,7ABD15iASBIpPP5uJ5awvq
0.101,0.0525,0.948,0,0.0945,0.0866,7ABD15iASBIpPP5uJ5awvq
0.144,0.039,0.815,1.1e-06,0.124,0.0491,7ABD15iASBIpPP5uJ5awvq
0.251,0.0295,0.314,6.05e-06,0.122,0.18,7ABD15iASBIpPP5uJ5awvq
0.193,0.0277,0.819,0,0.113,0.159,7ABD15iASBIpPP5uJ5awvq
0.279,0.0265,0.647,0.00185,0.11,0.162,7ABD15iASBIpPP5uJ5awvq
0.0848,0.0404,0.913,2.62e-05,0.112,0.206,7ABD15iASBIpPP5uJ5awvq
0.235,0.0389,0.815,1.78e-05,0.233,0.0382,7ABD15iASBIpPP5uJ5awvq
0.0646,0.0522,0.905,1.86e-05,0.0789,0.334,7ABD15iASBIpPP5uJ5awvq
0.137,0.0322,0.901,0.0105,0.167,0.0644,7ABD15iASBIpPP5uJ5awvq
0.299,0.0297,0.59,0.00292,0.111,0.423,7ABD15iASBIpPP5uJ5awvq
0.275,0.028,0.808,0.913,0.403,0.552,7ABD15iASBIpPP5uJ5awvq
0.126,0.0306,0.956,0.0153,0.109,0.439,7ABD15iASBIpPP5uJ5awvq
0.234,0.0373,0.736,0,0.084,0.408,7ABD15iASBIpPP5uJ5awvq
0.15,0.032,0.914,0.288,0.116,0.172,7ABD15iASBIpPP5uJ5awvq
0.329,0.0292,0.635,1.8e-05,0.112,0.0393,7ABD15iASBIpPP5uJ5awvq
0.324,0.03,0.758,1.69e-06,0.448,0.215,7ABD15iASBIpPP5uJ5awvq
0.351,0.0351,0.823,1.5e-06,0.11,0.19,7ABD15iASBIpPP5uJ5awvq
0.467,0.0274,0.0194,0.46,0.109,0.174,7ABD15iASBIpPP5uJ5awvq
0.267,0.0875,0.32,0.0142,0.111,0.29,7ABD15iASBIpPP5uJ5awvq
0.147,0.0352,0.758,0,0.116,0.173,7ABD15iASBIpPP5uJ5awvq
0.452,0.0265,0.449,3.71e-05,0.371,0.351,7ABD15iASBIpPP5uJ5awvq
0.52,0.0338,0.563,0.00113,0.166,0.637,7ABD15iASBIpPP5uJ5awvq
0.131,0.033,0.922,0.206,0.25,0.524,7ABD15iASBIpPP5uJ5awvq
0.0698,0.0381,0.985,5.63e-05,0.116,0.219,7ABD15iASBIpPP5uJ5awvq
0.461,0.0437,0.161,1.62e-06,0.132,0.162,7ABD15iASBIpPP5uJ5awvq
0.201,0.0388,0.915,8.28e-05,0.0952,0.383,7ABD15iASBIpPP5uJ5awvq
0.208,0.0288,0.698,2.89e-05,0.11,0.193,7ABD15iASBIpPP5uJ5awvq
0.434,0.0333,0.752,0.00639,0.105,0.0921,7ABD15iASBIpPP5uJ5awvq
0.0605,0.0469,0.971,8e-06,0.115,0.497,7ABD15iASBIpPP5uJ5awvq
0.154,0.032,0.915,5.58e-06,0.163,0.194,7ABD15iASBIpPP5uJ5awvq
0.338,0.0282,0.755,5.68e-05,0.848,0.33,7ABD15iASBIpPP5uJ5awvq
0.169,0.0483,0.92,0,0.0874,0.0974,7ABD15iASBIpPP5uJ5awvq
0.186,0.0422,0.868,0,0.0779,0.321,7ABD15iASBIpPP5uJ5awvq
0.295,0.0313,0.918,0.00741,0.109,0.138,7ABD15iASBIpPP5uJ5awvq
0.2,0.0282,0.826,0.0289,0.144,0.176,7ABD15iASBIpPP5uJ5awvq
0.102,0.0401,0.938,0.000278,0.112,0.307,7ABD15iASBIpPP5uJ5awvq
0.537,0.034,0.705,0,0.0802,0.493,7ABD15iASBIpPP5uJ5awvq
0.0602,0.0476,0.856,0.000199,0.108,0.156,7ABD15iASBIpPP5uJ5awvq
0.403,0.0291,0.562,0.0282,0.113,0.169,7ABD15iASBIpPP5uJ5awvq
0.208,0.0491,0.899,0.000229,0.111,0.41,7ABD15iASBIpPP5uJ5awvq
0.438,0.0356,0.867,0.0723,0.123,0.106,7ABD15iASBIpPP5uJ5awvq
0.181,0.0322,0.852,0,0.061,0.342,7ABD15iASBIpPP5uJ5awvq
0.205,0.0412,0.921,0,0.107,0.325,7ABD15iASBIpPP5uJ5awvq
0.28,0.0333,0.396,0.0785,0.106,0.0393,7ABD15iASBIpPP5uJ5awvq
0.127,0.0419,0.964,1.92e-06,0.109,0.259,7ABD15iASBIpPP5uJ5awvq
0.283,0.0296,0.781,0.00371,0.114,0.221,7ABD15iASBIpPP5uJ5awvq
0.275,0.0316,0.834,1.17e-06,0.103,0.183,7ABD15iASBIpPP5uJ5awvq
0.285,0.0292,0.856,0.000329,0.0812,0.227,7ABD15iASBIpPP5uJ5awvq
0.329,0.0402,0.619,0,0.0924,0.277,7ABD15iASBIpPP5uJ5awvq
0.262,0.105,0.652,0.000204,0.0896,0.376,7ABD15iASBIpPP5uJ5awvq
0.287,0.0364,0.887,0,0.0982,0.127,7ABD15iASBIpPP5uJ5awvq
0.781,0.076,0.15,0.000236,0.124,0.369,7ABD15iASBIpPP5uJ5awvq
0.392,0.0267,0.649,0.000227,0.0948,0.163,7ABD15iASBIpPP5uJ5awvq
0.263,0.0361,0.781,2.44e-05,0.105,0.0848,7ABD15iASBIpPP5uJ5awvq
0.111,0.0389,0.953,0.00342,0.0982,0.228,7ABD15iASBIpPP5uJ5awvq
0.452,0.0295,0.841,0.0038,0.105,0.235,7ABD15iASBIpPP5uJ5awvq
0.316,0.0355,0.468,4.25e-05,0.117,0.443,7ABD15iASBIpPP5uJ5awvq
0.0632,0.0305,0.94,0.763,0.105,0.24,7ABD15iASBIpPP5uJ5awvq
0.148,0.0601,0.966,0.00012,0.0843,0.25,7ABD15iASBIpPP5uJ5awvq
0.447,0.147,0.813,0.000221,0.111,0.612,7ABD15iASBIpPP5uJ5awvq
0.481,0.0273,0.417,0.757,0.158,0.268,7ABD15iASBIpPP5uJ5awvq
0.161,0.0318,0.883,0.000223,0.117,0.423,7ABD15iASBIpPP5uJ5awvq
0.455,0.0282,0.8,0.88,0.106,0.102,7ABD15iASBIpPP5uJ5awvq
0.394,0.0264,0.854,3.14e-05,0.108,0.43,7ABD15iASBIpPP5uJ5awvq
0.257,0.0338,0.886,4.9e-06,0.105,0.214,7ABD15iASBIpPP5uJ5awvq
0.238,0.0391,0.945,0.000538,0.108,0.039,7ABD15iASBIpPP5uJ5awvq
0.16,0.0422,0.889,0,0.133,0.165,7ABD15iASBIpPP5uJ5awvq
0.119,0.05,0.962,0.000348,0.106,0.176,7ABD15iASBIpPP5uJ5awvq
0.496,0.0302,0.626,6.22e-06,0.117,0.352,7ABD15iASBIpPP5uJ5awvq
0.226,0.0347,0.715,0.0001,0.35,0.142,7ABD15iASBIpPP5uJ5awvq
0.418,0.0377,0.566,0.000193,0.11,0.176,7ABD15iASBIpPP5uJ5awvq
0.374,0.0293,0.295,0.0171,0.101,0.0967,7ABD15iASBIpPP5uJ5awvq
0.167,0.0353,0.851,0.000701,0.136,0.104,7ABD15iASBIpPP5uJ5awvq
0.446,0.03,0.537,0,0.249,0.307,7ABD15iASBIpPP5uJ5awvq
0.118,0.0444,0.983,0.0251,0.111,0.146,7ABD15iASBIpPP5uJ5awvq
0.355,0.0457,0.371,7.43e-05,0.0814,0.19,7ABD15iASBIpPP5uJ5awvq
0.49,0.0283,0.946,0.262,0.173,0.335,7ABD15iASBIpPP5uJ5awvq
0.164,0.0276,0.772,0.0107,0.0749,0.14,7ABD15iASBIpPP5uJ5awvq
0.355,0.0288,0.896,0.0201,0.111,0.479,7ABD15iASBIpPP5uJ5awvq
0.391,0.0666,0.725,0,0.0884,0.446,7ABD15iASBIpPP5uJ5awvq
0.326,0.0261,0.381,0,0.0889,0.068,7ABD15iASBIpPP5uJ5awvq
0.102,0.0333,0.786,3.52e-06,0.133,0.124,7ABD15iASBIpPP5uJ5awvq
0.231,0.0358,0.902,0.00235,0.111,0.189,7ABD15iASBIpPP5uJ5awvq
0.187,0.0361,0.922,0,0.0939,0.0625,7ABD15iASBIpPP5uJ5awvq
0.252,0.0284,0.638,0.0178,0.109,0.394,7ABD15iASBIpPP5uJ5awvq
0.234,0.0343,0.906,0.000347,0.258,0.148,7ABD15iASBIpPP5uJ5awvq
0.438,0.0276,0.372,0.00472,0.129,0.207,7ABD15iASBIpPP5uJ5awvq
0.338,0.04,0.78,0.0221,0.137,0.176,7ABD15iASBIpPP5uJ5awvq
0.209,0.223,0.587,0,0.119,0.216,7ABD15iASBIpPP5uJ5awvq
0.294,0.0379,0.829,0.00125,0.117,0.199,7ABD15iASBIpPP5uJ5awvq
0.434,0.0418,0.244,0.00654,0.0808,0.0907,7ABD15iASBIpPP5uJ5awvq
0.601,0.0421,0.373,0,0.156,0.368,7ABD15iASBIpPP5uJ5awvq
0.449,0.0367,0.534,0.000182,0.0938,0.0642,7ABD15iASBIpPP5uJ5awvq
0.66,0.0308,0.312,0.000307,0.0943,0.401,7ABD15iASBIpPP5uJ5awvq
0.473,0.129,0.866,0,0.109,0.604,7ABD15iASBIpPP5uJ5awvq
0.662,0.255,0.568,0.00102,0.22,0.432,7ABD15iASBIpPP5uJ5awvq
0.292,0.0313,0.698,9.86e-06,0.121,0.161,7ABD15iASBIpPP5uJ5awvq
0.326,0.0344,0.699,0.358,0.0759,0.064,7ABD15iASBIpPP5uJ5awvq
0.147,0.0355,0.857,2.89e-06,0.0913,0.0765,7ABD15iASBIpPP5uJ5awvq
0.318,0.0307,0.873,0.849,0.0943,0.115,7ABD15iASBIpPP5uJ5awvq
0.235,0.188,0.72,0,0.144,0.0895,7ABD15iASBIpPP5uJ5awvq
0.476,0.296,0.554,4.55e-06,0.109,0.35,7ABD15iASBIpPP5uJ5awvq
0.109,0.0308,0.363,0.013,0.0641,0.0378,7ABD15iASBIpPP5uJ5awvq
0.26,0.0601,0.779,0,0.0924,0.303,7ABD15iASBIpPP5uJ5awvq
0.377,0.0446,0.731,0,0.0808,0.518,7ABD15iASBIpPP5uJ5awvq
0.15,0.0316,0.958,0.0258,0.083,0.0394,7ABD15iASBIpPP5uJ5awvq
0.441,0.0258,0.782,0.0489,0.101,0.268,7ABD15iASBIpPP5uJ5awvq
0.208,0.0387,0.592,0.00402,0.117,0.156,7ABD15iASBIpPP5uJ5awvq
0.557,0.0263,0.0522,2.17e-05,0.13,0.311,7ABD15iASBIpPP5uJ5awvq
0.11,0.0416,0.949,6.28e-06,0.16,0.211,7ABD15iASBIpPP5uJ5awvq
0.405,0.0319,0.751,0,0.105,0.446,7ABD15iASBIpPP5uJ5awvq
0.503,0.0622,0.654,0.00617,0.309,0.467,7ABD15iASBIpPP5uJ5awvq
0.179,0.0396,0.952,0.00056,0.107,0.119,7ABD15iASBIpPP5uJ5awvq
0.412,0.0578,0.471,0.00906,0.106,0.233,7ABD15iASBIpPP5uJ5awvq
0.724,0.0495,0.0167,0.0107,0.353,0.898,6IfGK9nLC9ChgD7FTZzkLJ
0.726,0.0552,0.157,0,0.0844,0.767,6IfGK9nLC9ChgD7FTZzkLJ
0.76,0.045,0.0797,0,0.299,0.41,6IfGK9nLC9ChgD7FTZzkLJ
0.864,0.128,0.00142,6.81e-05,0.0681,0.313,6IfGK9nLC9ChgD7FTZzkLJ
0.922,0.0786,0.0291,0,0.0862,0.847,6IfGK9nLC9ChgD7FTZzkLJ
0.828,0.0396,0.0149,0.000583,0.0862,0.517,6IfGK9nLC9ChgD7FTZzkLJ
0.816,0.167,0.228,0,0.0967,0.816,6IfGK9nLC9ChgD7FTZzkLJ
0.754,0.0424,0.264,5.85e-05,0.297,0.597,6IfGK9nLC9ChgD7FTZzkLJ
0.798,0.0361,0.0162,2.34e-06,0.134,0.591,6IfGK9nLC9ChgD7FTZzkLJ
0.548,0.029,0.0392,0,0.0828,0.749,6IfGK9nLC9ChgD7FTZzkLJ
0.464,0.037,0.43,0,0.284,0.271,6IfGK9nLC9ChgD7FTZzkLJ
0.678,0.233,0.0472,9.14e-06,0.0654,0.82,6IfGK9nLC9ChgD7FTZzkLJ
0.861,0.209,0.269,5.11e-06,0.601,0.669,6IfGK9nLC9ChgD7FTZzkLJ
0.698,0.042,0.00112,0.000115,0.0886,0.47,6IfGK9nLC9ChgD7FTZzkLJ
0.796,0.0629,0.00147,0.000209,0.0938,0.345,6IfGK9nLC9ChgD7FTZzkLJ
0.682,0.0925,0.153,0,0.0763,0.345,6IfGK9nLC9ChgD7FTZzkLJ
0.669,0.0643,0.0336,6.92e-05,0.0535,0.542,6IfGK9nLC9ChgD7FTZzkLJ
0.676,0.0335,0.213,0,0.123,0.664,6IfGK9nLC9ChgD7FTZzkLJ
0.816,0.0308,0.00149,0.00115,0.195,0.386,6IfGK9nLC9ChgD7FTZzkLJ
0.514,0.0897,0.366,0,0.116,0.494,6IfGK9nLC9ChgD7FTZzkLJ
0.978,0.0459,0.046,8.29e-05,0.143,0.843,6IfGK9nLC9ChgD7FTZzkLJ
0.869,0.0638,0.0181,0.00022,0.332,0.529,6IfGK9nLC9ChgD7FTZzkLJ
0.825,0.0379,0.323,0,0.161,0.268,6IfGK9nLC9ChgD7FTZzkLJ
0.811,0.105,0.0593,0.00736,0.0648,0.443,6IfGK9nLC9ChgD7FTZzkLJ
0.698,0.0629,0.00839,1.03e-06,0.0773,0.324,6IfGK9nLC9ChgD7FTZzkLJ
0.737,0.0314,0.0261,4.19e-05,0.18,0.753,6IfGK9nLC9ChgD7FTZzkLJ
0.729,0.0376,0.00699,0,0.103,0.219,6IfGK9nLC9ChgD7FTZzkLJ
0.706,0.126,0.0253,0.0063,0.0872,0.593,6IfGK9nLC9ChgD7FTZzkLJ
0.789,0.165,0.0148,0,0.0355,0.169,6IfGK9nLC9ChgD7FTZzkLJ
0.594,0.0318,0.0128,0,0.118,0.442,6IfGK9nLC9ChgD7FTZzkLJ
0.783,0.0859,0.00379,0,0.036,0.816,6IfGK9nLC9ChgD7FTZzkLJ
0.774,0.0922,0.259,0,0.371,0.715,6IfGK9nLC9ChgD7FTZzkLJ
0.841,0.0304,0.0119,0,0.395,0.392,6IfGK9nLC9ChgD7FTZzkLJ
0.796,0.172,0.667,0,0.106,0.62,6IfGK9nLC9ChgD7FTZzkLJ
0.645,0.0715,0.272,0,0.119,0.376,6IfGK9nLC9ChgD7FTZzkLJ
0.881,0.147,0.296,3.01e-06,0.0793,0.234,6IfGK9nLC9ChgD7FTZzkLJ
0.565,0.0439,0.0623,0,0.156,0.181,6IfGK9nLC9ChgD7FTZzkLJ
0.803,0.0531,0.00362,0.000583,0.116,0.591,6IfGK9nLC9ChgD7FTZzkLJ
0.321,0.323,0.578,0,0.0884,0.319,6IfGK9nLC9ChgD7FTZzkLJ
0.588,0.0924,0.692,0.000104,0.149,0.513,6IfGK9nLC9ChgD7FTZzkLJ
0.564,0.0378,0.399,0,0.0409,0.574,6IfGK9nLC9ChgD7FTZzkLJ
0.86,0.0593,0.11,1.94e-06,0.0574,0.656,6IfGK9nLC9ChgD7FTZzkLJ
0.668,0.0422,0.536,0,0.133,0.608,6IfGK9nLC9ChgD7FTZzkLJ
0.448,0.0405,0.0508,3.87e-06,0.11,0.431,6IfGK9nLC9ChgD7FTZzkLJ
0.883,0.0602,0.0707,0,0.23,0.541,6IfGK9nLC9ChgD7FTZzkLJ
0.526,0.0415,0.129,0,0.14,0.529,6IfGK9nLC9ChgD7FTZzkLJ
0.892,0.0645,0.298,0,0.735,0.478,6IfGK9nLC9ChgD7FTZzkLJ
0.77,0.226,0.00249,0,0.0715,0.681,6IfGK9nLC9ChgD7FTZzkLJ
0.839,0.0702,0.0291,0,0.112,0.657,6IfGK9nLC9ChgD7FTZzkLJ
0.904,0.0618,0.193,0,0.064,0.681,6IfGK9nLC9ChgD7FTZzkLJ
0.511,0.0479,0.283,0,0.0765,0.488,6IfGK9nLC9ChgD7FTZzkLJ
0.623,0.0532,0.0122,0.0123,0.106,0.616,6IfGK9nLC9ChgD7FTZzkLJ
0.68,0.321,0.555,0,0.116,0.319,6IfGK9nLC9ChgD7FTZzkLJ
0.976,0.0505,0.00416,1.26e-05,0.397,0.473,6IfGK9nLC9ChgD7FTZzkLJ
0.882,0.0602,0.194,0,0.316,0.385,6IfGK9nLC9ChgD7FTZzkLJ
0.833,0.0729,0.0899,0,0.154,0.752,6IfGK9nLC9ChgD7FTZzkLJ
0.838,0.0362,0.0604,0.000611,0.159,0.717,6IfGK9nLC9ChgD7FTZzkLJ
0.653,0.0611,0.0944,0,0.383,0.379,6IfGK9nLC9ChgD7FTZzkLJ
0.586,0.0377,0.162,2.03e-06,0.193,0.549,6IfGK9nLC9ChgD7FTZzkLJ
0.844,0.188,0.11,2.16e-05,0.218,0.597,6IfGK9nLC9ChgD7FTZzkLJ
0.897,0.036,0.293,0,0.0722,0.475,6IfGK9nLC9ChgD7FTZzkLJ
0.652,0.058,0.208,0,0.128,0.431,6IfGK9nLC9ChgD7FTZzkLJ
0.468,0.362,0.404,3.65e-06,0.358,0.69,6IfGK9nLC9ChgD7FTZzkLJ
0.782,0.0897,0.269,0,0.156,0.521,6IfGK9nLC9ChgD7FTZzkLJ
0.835,0.139,0.167,0,0.107,0.672,6IfGK9nLC9ChgD7FTZzkLJ
0.6,0.0685,0.106,0,0.0712,0.822,6IfGK9nLC9ChgD7FTZzkLJ
0.844,0.0457,0.0137,0.000658,0.102,0.746,6IfGK9nLC9ChgD7FTZzkLJ
0.702,0.0378,0.296,0,0.103,0.324,6IfGK9nLC9ChgD7FTZzkLJ
0.801,0.136,0.268,0,0.0594,0.541,6IfGK9nLC9ChgD7FTZzkLJ
0.68,0.0629,0.00906,0,0.109,0.656,6IfGK9nLC9ChgD7FTZzkLJ
0.734,0.0588,0.0427,0,0.106,0.952,6IfGK9nLC9ChgD7FTZzkLJ
0,0,0,0,0,0,6IfGK9nLC9ChgD7FTZzkLJ
0.835,0.0447,0.00791,0,0.219,0.435,6IfGK9nLC9ChgD7FTZzkLJ
0.739,0.0581,0.212,0,0.175,0.363,6IfGK9nLC9ChgD7FTZzkLJ
0.754,0.067,0.0152,0,0.0486,0.764,6IfGK9nLC9ChgD7FTZzkLJ
0.8,0.05,0.289,6.16e-06,0.121,0.553,6IfGK9nLC9ChgD7FTZzkLJ
0.788,0.052,0.224,0,0.168,0.281,6IfGK9nLC9ChgD7FTZzkLJ
0.784,0.1,0.23,0,0.147,0.584,6IfGK9nLC9ChgD7FTZzkLJ
0.878,0.0973,0.03,0,0.0828,0.669,6IfGK9nLC9ChgD7FTZzkLJ
0.635,0.0326,0.129,0,0.121,0.327,6IfGK9nLC9ChgD7FTZzkLJ
0.638,0.0472,0.0226,4.15e-06,0.058,0.283,6IfGK9nLC9ChgD7FTZzkLJ
0.809,0.326,0.0422,5.04e-05,0.138,0.609,6IfGK9nLC9ChgD7FTZzkLJ
0.764,0.038,0.0476,9.44e-05,0.0543,0.582,6IfGK9nLC9ChgD7FTZzkLJ
0.559,0.0776,0.128,0,0.399,0.678,6IfGK9nLC9ChgD7FTZzkLJ
0.703,0.236,0.563,0,0.0962,0.64,6IfGK9nLC9ChgD7FTZzkLJ
0.801,0.0399,0.00577,0,0.0822,0.63,6IfGK9nLC9ChgD7FTZzkLJ
0.768,0.0451,0.0266,1.26e-05,0.426,0.607,6IfGK9nLC9ChgD7FTZzkLJ
0.88,0.0504,0.205,0,0.128,0.534,6IfGK9nLC9ChgD7FTZzkLJ
0.872,0.0469,0.033,0.0579,0.298,0.379,6IfGK9nLC9ChgD7FTZzkLJ
0.791,0.112,0.0183,0,0.0388,0.583,6IfGK9nLC9ChgD7FTZzkLJ
0.758,0.0618,0.0954,0,0.394,0.493,6IfGK9nLC9ChgD7FTZzkLJ
0.824,0.0712,0.284,0,0.405,0.756,6IfGK9nLC9ChgD7FTZzkLJ
0.584,0.296,0.0383,0,0.188,0.272,6IfGK9nLC9ChgD7FTZzkLJ
